recipe_urls,recipe_name,ingredients,ingredients_parsed
https://cuisine-facile.com/desserts/recette-cake-citron-graines-de-pavot.php,Cake citron-graines de pavot,"['1 25 g de graines de pavot', '2 180 g de beurre', '3 180 g de sucre en poudre', ""4 200 g d'œuf ( Comment faire pour... )"", '5 200 g de farine', '6 10 g de levure chimique', '7 5 g de sel fin', '8 1 citron']",graines pavot beurre sucre poudre comment faire farine levure chimique sel fin citron
https://cuisine-facile.com/desserts/recette-cake-moelleux-au-chocolat.php,Cake moelleux au chocolat,"['1 60 g de beurre', '2 100 g de chocolat noir', '3 80 g de crème fraiche liquide', ""4 170 g d'œuf ( Comment faire pour... )"", '5 130 g de sucre en poudre', '6 10 g de Sucre vanillé', ""7 50 g d'amandes en poudre"", '8 80 g de farine', '9 15 g de cacao en poudre', '10 4 g de levure chimique']",beurre chocolat noir creme fraiche liquide comment faire sucre poudre sucre vanille poudre farine cacao poudre levure chimique
https://cuisine-facile.com/desserts/recette-cake-nature.php,Cake nature,"[""1 150 g d'œuf ( Comment faire pour... )"", '2 125 g de beurre', '3 110 g de sucre en poudre', '4 15 g de Sucre vanillé', '5 160 g de farine', '6 10 g de levure chimique']",comment faire beurre sucre poudre sucre vanille farine levure chimique
https://cuisine-facile.com/desserts/recette-cake-noisettes-et-orange.php,Cake noisettes et orange,"['1 20 g de beurre', '2 20 g de noisettes en poudre', '3 20 g de sucre de canne', '4 20 g de farine', '5 2 oranges', ""6 50 g d'eau"", '7 50 g de sucre en poudre', ""8 130 g de blanc d'œuf"", '9 40 g de sucre en poudre', '10 160 g de fruits confits', '11 20 g de farine', '12 150 g de beurre', '13 80 g de sucre en poudre', '14 20 g de miel', ""15 60 g de jaune d'œuf"", '16 180 g de farine', '17 6 g de levure chimique', '18 1 petite cuillère de sucre glace']",beurre noisettes poudre sucre canne farine orange sucre poudre blanc sucre poudre fruit confit farine beurre sucre poudre miel jaune farine levure chimique cuillere sucre glace
https://cuisine-facile.com/desserts/recette-cake-pistache.php,Cake pistache,"[""1 400 g d'Appareil (pâte) à cake"", '2 70 g de Pâte ou poudre de pistache', ""3 200 g d'Appareil pour macaronade"", '4 30 pistaches (facultatif)']",a cake pate poudre pistache macaronade pistaches
https://cuisine-facile.com/desserts/recette-calissons.php,Calissons,"[""1 50 g d'Ecorces de pamplemousse confites"", ""2 100 g d'amandes en poudre"", '3 80 g de sucre glace', ""4 1 blanc d'œuf"", '5 1 feuille azyme', '6 125 g de Glace royale']",pamplemousse confites poudre sucre glace blanc feuille azyme glace royale
https://cuisine-facile.com/desserts/recette-canneles.php,Cannelés,"['1 500 ml de lait entier', '2 60 g de beurre', '3 1 gousse de vanille', '4 100 g de sucre en poudre', '5 2 œufs', ""6 1 jaune d'œuf"", '7 125 g de farine', '8 125 g de sucre en poudre', '9 2 cuillères à soupe de rhum']",lait entier beurre gousse vanille sucre poudre oeufs jaune farine sucre poudre cuilleres a soupe rhum
https://cuisine-facile.com/desserts/recette-charlotte-fraises.php,Charlotte aux fraises,"['1 150 ml de Sirop de sucre', '2 1 citron vert', '3 10 g de Sucre vanillé', '4 30 Biscuits à la cuillère', '5 250 ml de crème Chantilly', '6 500 g de fraises', '7 1 cuillère à soupe de sucre en poudre (facultatif)']",sirop sucre citron vert sucre vanille biscuit a cuillere creme chantilly fraise cuillere a soupe sucre poudre
https://cuisine-facile.com/desserts/recette-charlotte-poires.php,Charlotte aux poires,"['1 4 feuilles de gélatine', '2 500 g de poires', '3 1 citron', '4 2 pincées de vitamine C (facultatif)', '5 50 g de sucre en poudre', '6 200 ml de Sirop de sucre', ""7 2 cuillères à soupe d'alcool de poire"", '8 20 Biscuits à la cuillère', '9 200 ml de crème Chantilly']",feuilles gelatine poires citron pincees vitamine sucre poudre sirop sucre cuilleres a soupe poire biscuit a cuillere creme chantilly
https://cuisine-facile.com/desserts/recette-charlotte-briochee-pommes.php,Charlotte briochée aux pommes,"['1 300 g de Compote de pommes', '2 4 pommes', '3 40 g de beurre', '4 3 cuillères à soupe de Beurre clarifié', '5 3 cuillères à soupe de sucre en poudre', '6 un peu de crème Chantilly (facultatif)', '7 1 cuillère à soupe de sucre en poudre', '8 1 Brioche de Nanterre']",compote pommes pommes beurre cuilleres a soupe beurre clarifie cuilleres a soupe sucre poudre peu creme chantilly cuillere a soupe sucre poudre brioche nanterre
https://cuisine-facile.com/desserts/recette-charlotte-comtoise-aux-pommes.php,Charlotte comtoise aux pommes,"['1 4 tranches de Pain de mie', '2 50 g de beurre', '3 120 g de sucre en poudre', '4 1 kg de pommes', '5 200 g de Beurre clarifié']",tranche pain mie beurre sucre poudre kg pommes beurre clarifie
https://cuisine-facile.com/desserts/recette-chaud-froid-pamplemousse-ananas-creme-citron-vert.php,"Chaud-froid de pamplemousse-ananas, crème au citron vert","['1 3 pamplemousses', '2 1 ananas', '3 2 cuillères à soupe de sucre de canne', ""4 3 jaunes d'œuf"", '5 250 ml de lait', '6 35 g de sucre en poudre', '7 10 g de Sucre vanillé', '8 1 citron vert', '9 un peu de feuilles de menthe fraîche (facultatif)', ""10 1 cuillère à soupe de Croustillant d'agrumes (facultatif)"", '11 30 g de beurre']",pamplemousses ananas cuilleres a soupe sucre canne jaunes lait sucre poudre sucre vanille citron vert peu feuilles menthe fraiche cuillere a soupe croustillant beurre
https://cuisine-facile.com/desserts/recette-chaussons-brioches-pommes-cassis.php,Chaussons briochés pommes-cassis,"['1 500 g de Pâte à brioche', '2 3 pommes', '3 100 g de gelée de cassis', '4 20 g de dorure']",pate a brioche pommes gelee cassis dorure
https://cuisine-facile.com/desserts/recette-chinois.php,Chinois,"['1 500 g de Pâte à brioche', '2 300 g de Crème pâtissière', '3 20 g de dorure', '4 100 g de fondant (facultatif)']",pate a brioche creme patissiere dorure fondant
https://cuisine-facile.com/desserts/recette-chips-de-pommes.php,Chips de pommes,"['1 1 pommes', '2 1 cuillère à soupe de sucre en poudre (facultatif)']",pommes cuillere a soupe sucre poudre
https://cuisine-facile.com/desserts/recette-chocolat-viennois.php,Chocolat Viennois,"['1 600 g de Crème maïzena au chocolat', '2 300 g de crème Chantilly', '3 6 pincées de cacao en poudre']",creme maizena chocolat creme chantilly pincees cacao poudre
https://cuisine-facile.com/desserts/recette-chouquettes.php,Chouquettes,"['1 450 g de Pâte à choux', '2 20 g de dorure', '3 30 g de Sucre perlé', '4 30 g de sucre en poudre', '5 100 g de fraises (facultatif)', '6 4 cuillères à soupe de crème Chantilly (facultatif)']",pate a chou dorure sucre perle sucre poudre fraise cuilleres a soupe creme chantilly
https://cuisine-facile.com/desserts/recette-cigarettes-russes.php,Cigarettes russes,"['1 100 g de farine', '2 150 g de sucre glace', ""3 100 g de blanc d'œuf"", '4 100 g de beurre']",farine sucre glace blanc beurre
https://cuisine-facile.com/desserts/recette-clafoutis-marie-antoinette.php,"Clafoutis ""Marie-Antoinette""","['1 350 g de Crème pâtissière au citron', '2 6 pommes', '3 30 g de Beurre clarifié', '4 2 cuillères à soupe de sucre en poudre', '5 3 cuillères à soupe de Calvados (facultatif)', ""6 90 g de blanc d'œuf"", '7 75 g de sucre en poudre', '8 1 noix de beurre', '9 1 cuillère à soupe de sucre en poudre']",creme patissiere citron pommes beurre clarifie cuilleres a soupe sucre poudre cuilleres a soupe calvados blanc sucre poudre noix beurre cuillere a soupe sucre poudre
https://cuisine-facile.com/desserts/recette-clafoutis-cerises.php,Clafoutis aux cerises,"['1 1 kg de cerises', '2 3 cuillères à soupe de sucre en poudre', '3 3 cuillères à soupe de Kirsch', '4 150 ml de lait', '5 150 ml de crème fraiche', '6 2 œufs', '7 40 g de farine', '8 100 g de sucre en poudre', '9 10 g de Sucre vanillé', '10 1 cuillère à soupe de Kirsch (facultatif)']",kg cerise cuilleres a soupe sucre poudre cuilleres a soupe kirsch lait creme fraiche oeufs farine sucre poudre sucre vanille cuillere a soupe kirsch
https://cuisine-facile.com/desserts/recette-clafoutis-cremeux-aux-prunes-et-poires.php,Clafoutis crémeux aux prunes et poires,"['1 100 g de lait entier', '2 200 g de crème fraiche liquide', '3 3 œufs', '4 40 g de farine', '5 90 g de sucre en poudre', '6 10 g de Sucre vanillé', ""7 2 cuillères à soupe d'alcool de poire"", '8 250 g de prunes', '9 4 poires']",lait entier creme fraiche liquide oeufs farine sucre poudre sucre vanille cuilleres a soupe poire prune poires
https://cuisine-facile.com/desserts/recette-cochelin-evreux.php,Cochelin d'Evreux,"['1 500 g de pommes', '2 150 g de Compote de pommes', '3 20 g de Sucre vanillé', '4 150 g de Pâte feuilletée', '5 20 g de dorure']",pommes compote pommes sucre vanille pate feuilletee dorure
https://cuisine-facile.com/desserts/recette-coings-confits-au-macvin.php,Coings confits au Macvin,"['1 4 coings', '2 30 g de Beurre clarifié', '3 2 cuillères à soupe de sucre en poudre', '4 400 ml de Macvin du Jura', '5 350 ml de Crème anglaise']",coings beurre clarifie cuilleres a soupe sucre poudre macvin jura creme anglaise
https://cuisine-facile.com/desserts/recette-colombier-de-la-pentecote.php,Colombier de la Pentecôte,"['1 50 g de beurre', ""2 150 g de Pâte d'amande"", '3 3 œufs', '4 30 g de farine', '5 1 orange', '6 100 g de fruits confits']",beurre pate oeufs farine orange fruit confit
https://cuisine-facile.com/desserts/recette-comme-bounty.php,Comme des Bounty,"['1 250 g de lait de coco non sucré', '2 100 g de crème fraiche liquide', '3 30 g de sucre en poudre', '4 10 g de Sucre vanillé', ""5 4 g d'agar-agar"", '6 2 cuillères à soupe de rhum Malibu (facultatif)', '7 200 g de Sauce au chocolat', ""8 50 g d'Amandes effilées grillées (facultatif)""]",lait coco non sucre creme fraiche liquide sucre poudre sucre vanille agar cuilleres a soupe rhum malibu sauce chocolat effilees grillees
https://cuisine-facile.com/desserts/recette-comme-nems-bretons.php,Comme des nems bretons,"['1 8 crêpes', '2 4 pommes', '3 3 cuillères à soupe de raisins secs', ""4 3 cuillères à soupe d'amandes effilées"", '5 3 cuillères à soupe de Beurre clarifié', '6 2 cuillères à soupe de sucre de canne', '7 2 oranges', '8 1 verre de whisky']",crepe pommes cuilleres a soupe raisin sec cuilleres a soupe effilees cuilleres a soupe beurre clarifie cuilleres a soupe sucre canne orange verre whisky
https://cuisine-facile.com/desserts/recette-confiture-abricots-vanillee.php,Confiture d'abricots vanillée,"['1 100 g de sucre en poudre', '2 30 g de gélifiant à confiture', ""3 1 kg 100 g d'abricots"", '4 700 g de sucre en poudre', '5 1 citron', '6 ½ gousse de vanille']",sucre poudre gelifiant a confiture kg sucre poudre citron gousse vanille
https://cuisine-facile.com/desserts/recette-confiture-oranges.php,Confiture d'oranges,"['1 1 kg de orange', '2 1 kg de sucre en poudre', ""3 500 ml d'eau""]",kg orange kg sucre poudre
https://cuisine-facile.com/desserts/recette-confiture-gelee-de-prunes.php,Confiture-gelée de prunes,"['1 800 g de prunes', '2 600 g de sucre en poudre', '3 40 g de gélifiant à confiture', '4 100 g de sucre en poudre']",prune sucre poudre gelifiant a confiture sucre poudre
https://cuisine-facile.com/desserts/recette-cookies-moelleux-aux-pommes.php,Cookies moelleux aux pommes,"['1 150 g de farine', '2 130 g de sucre de canne', '3 150 g de beurre', ""4 150 g de flocons d'avoine"", '5 30 g de raisins secs', '6 80 g de crème fraiche', ""7 40 g d'amandes effilées"", '8 5 g de levure chimique', '9 3 pincées de sel fin', '10 2 pommes']",farine sucre canne beurre flocons raisin sec creme fraiche effilees levure chimique pincees sel fin pommes
https://cuisine-facile.com/desserts/recette-coupe-augustin.php,Coupe Augustin,"['1 4 pêches', '2 750 ml de Sirop à pocher', '3 400 ml de Glace à la menthe fraîche', '4 500 ml de crème Chantilly', '5 150 ml de Coulis de fruits frais', ""6 100 g d'Amandes effilées grillées""]",peches sirop a pocher glace a menthe fraiche creme chantilly coulis fruit effilees grillees
https://cuisine-facile.com/desserts/recette-coupe-fraises-menthe-chantilly.php,Coupe de fraises menthe et Chantilly,"['1 250 g de Crème pâtissière', '2 1 poignée de feuilles de menthe fraîche', '3 3 gouttes de colorant alimentaire (facultatif)', '4 250 g de fraises', '5 ½ citron', '6 2 cuillères à soupe de Sucre vanillé', '7 250 g de crème Chantilly']",creme patissiere poignee feuilles menthe fraiche gouttes colorant alimentaire fraise citron cuilleres a soupe sucre vanille creme chantilly
https://cuisine-facile.com/desserts/recette-coupe-glacee-peches-et-cassis.php,Coupe glacée pêches et cassis,"['1 3 pêches', '2 150 g de sorbet cassis', '3 150 g de crème Chantilly', ""4 50 g d'Amandes effilées grillées""]",peches sorbet cassis creme chantilly effilees grillees
https://cuisine-facile.com/desserts/recette-creme-chocolat.php,Crème au chocolat,"['1 100 g de chocolat noir', '2 250 ml de crème fraiche', '3 150 ml de lait', ""4 3 jaunes d'œuf"", '5 50 g de sucre en poudre']",chocolat noir creme fraiche lait jaunes sucre poudre
https://cuisine-facile.com/desserts/recette-creme-chocolat-qui-croustille-mousse-lirish-coffee.php,"Crème au chocolat qui croustille, mousse à l'Irish coffee","['1 200 g de chocolat noir', '2 250 ml de lait entier', '3 250 ml de crème fraiche', '4 ½ gousse de vanille', ""5 3 jaunes d'œuf"", '6 50 g de sucre en poudre', ""7 50 g d'Ecorces de pamplemousse confites"", '8 50 ml de Sirop de sucre', '9 50 ml de café froid', '10 125 ml de crème fraiche liquide', '11 25 ml de whisky', '12 100 g de Noix caramélisées']",chocolat noir lait entier creme fraiche gousse vanille jaunes sucre poudre pamplemousse confites sirop sucre cafe froid creme fraiche liquide whisky noix caramelisees
https://cuisine-facile.com/desserts/recette-creme-brulee.php,Crème brûlée,"['1 250 ml de lait', '2 250 ml de crème fraiche', '3 60 g de sucre en poudre', '4 1 gousse de vanille', ""5 6 jaunes d'œuf"", '6 6 cuillères à soupe de sucre en poudre']",lait creme fraiche sucre poudre gousse vanille jaunes cuilleres a soupe sucre poudre
https://cuisine-facile.com/desserts/recette-creme-caramel.php,Crème caramel,"['1 150 g de sucre en poudre', '2 1 litre de lait', '3 1 gousse de vanille', '4 200 g de sucre en poudre', '5 6 œufs']",sucre poudre litre lait gousse vanille sucre poudre oeufs
https://cuisine-facile.com/desserts/recette-creme-coco-vanille-pour-elsa.php,Crème coco-vanille pour Elsa,"['1 170 g de crème fraiche', '2 170 g de lait entier', '3 40 g de sucre en poudre', ""4 4 jaunes d'œuf"", '5 1 gousse de vanille', '6 2 feuilles de gélatine', '7 200 g de lait de coco non sucré', '8 120 g de crème fraiche', '9 30 g de sucre en poudre', '10 3 cuillères à soupe de rhum Malibu', '11 6 Tuiles coco']",creme fraiche lait entier sucre poudre jaunes gousse vanille feuilles gelatine lait coco non sucre creme fraiche sucre poudre cuilleres a soupe rhum malibu tuiles coco
https://cuisine-facile.com/desserts/recette-creme-fouettee-labricot.php,Crème fouettée à l'abricot,"['1 200 ml de crème fraiche liquide', '2 25 g de Sucre vanillé', '3 150 ml de Coulis de fruits frais']",creme fraiche liquide sucre vanille coulis fruit
https://cuisine-facile.com/desserts/recette-cremes-brulees-vanille-chocolat.php,Crèmes brûlées vanille-chocolat,"['1 350 g de Ganache au chocolat', '2 125 ml de lait entier', '3 125 ml de crème fraiche liquide', '4 ½ gousse de vanille', '5 30 g de sucre en poudre', ""6 3 jaunes d'œuf"", '7 4 cuillères à soupe de sucre en poudre']",ganache chocolat lait entier creme fraiche liquide gousse vanille sucre poudre jaunes cuilleres a soupe sucre poudre
https://cuisine-facile.com/desserts/recette-cremeux-au-citron.php,Crémeux citron au cassis,"['1 250 ml de crème fraiche liquide', '2 80 g de sucre en poudre', '3 1 citron', '4 120 g de Coulis de cassis']",creme fraiche liquide sucre poudre citron coulis cassis
https://cuisine-facile.com/desserts/recette-crepes-suzette.php,Crêpes Suzette,"['1 4 oranges', '2 3 cuillères à soupe de Grand Marnier', '3 50 g de sucre en poudre', '4 100 g de beurre', '5 90 g de sucre en poudre', '6 10 g de Sucre vanillé', '7 2 cuillères à soupe de Grand Marnier', '8 8 crêpes', '9 ½ citron (facultatif)']",orange cuilleres a soupe grand marnier sucre poudre beurre sucre poudre sucre vanille cuilleres a soupe grand marnier crepe citron
https://cuisine-facile.com/desserts/recette-croute-the.php,Croute à thé,"['1 200 g de Pâte sablée', '2 100 g de sucre glace', ""3 100 g d'amandes en poudre"", ""4 2 blancs d'œuf"", '5 3 gouttes de colorant alimentaire (facultatif)']",pate sablee sucre glace poudre blanc gouttes colorant alimentaire
https://cuisine-facile.com/desserts/recette-croute-a-the-coco.php,Croute à thé coco,"['1 200 g de Pâte sablée coco', '2 130 g de sucre glace', '3 130 g de noix de coco en poudre', ""4 60 g de blanc d'œuf"", '5 1 cuillère à soupe de sucre glace (facultatif)']",pate sablee coco sucre glace noix coco poudre blanc cuillere a soupe sucre glace
https://cuisine-facile.com/desserts/recette-crumble-fruits.php,Crumble aux fruits,"['1 100 g de beurre', '2 100 g de sucre en poudre', '3 75 g de farine', ""4 75 g d'amandes en poudre"", '5 1 kg de fruits de votre choix']",beurre sucre poudre farine poudre kg fruit choix
https://cuisine-facile.com/desserts/recette-crumble-aux-pommes-tyrolienne.php,Crumble aux pommes à la tyrolienne,"['1 80 g de sucre de canne', '2 10 g de Sucre vanillé', '3 90 g de beurre', '4 50 g de farine', ""5 100 g de flocons d'avoine"", '6 30 g de noisettes en poudre', '7 1 noix de beurre', '8 1 kg 500 g de pommes', '9 30 g de raisins secs']",sucre canne sucre vanille beurre farine flocons noisettes poudre noix beurre kg pommes raisin sec
https://cuisine-facile.com/desserts/recette-crumble-canadien-aux-pommes.php,Crumble canadien aux pommes,"[""1 75 g de flocons d'avoine"", '2 75 g de farine', '3 100 g de beurre', '4 80 g de sucre de canne', '5 1 kg de pommes', ""6 50 ml de sirop d'érable""]",flocons farine beurre sucre canne kg pommes sirop
https://cuisine-facile.com/desserts/recette-crumble-automne-pommes-et-prunes.php,Crumble d'automne pommes et prunes,"['1 75 g de noisettes en poudre', '2 75 g de farine', '3 100 g de beurre', '4 100 g de sucre en poudre', '5 800 g de pommes', '6 700 g de prunes']",noisettes poudre farine beurre sucre poudre pommes prune
https://cuisine-facile.com/desserts/recette-crumble-fraise-rhubarbe.php,Crumble fraise-rhubarbe,"['1 250 g de Compote de rhubarbe', '2 300 g de fraises', '3 100 g de beurre', '4 100 g de sucre en poudre', '5 75 g de farine', ""6 75 g d'amandes en poudre""]",compote rhubarbe fraise beurre sucre poudre farine poudre
https://cuisine-facile.com/desserts/recette-crumble-prunes-noisette.php,Crumble prunes-noisette,"['1 75 g de noisettes en poudre', '2 75 g de farine', '3 100 g de beurre', '4 100 g de sucre de canne', '5 20 g de beurre', '6 800 g de prunes', '7 1 cuillère à soupe de sucre de canne (facultatif)']",noisettes poudre farine beurre sucre canne beurre prune cuillere a soupe sucre canne
https://cuisine-facile.com/desserts/recette-cupcakes-darizona.php,Cupcakes d'Arizona,"['1 100 g de beurre', '2 30 g de sucre en poudre', '3 10 g de Sucre vanillé', '4 100 g de farine', '5 2 œufs', '6 1 pincée de sel', '7 5 g de levure chimique', ""8 100 g de Pâte d'amande"", '9 1 cuillère à soupe de sucre glace', '10 150 g de fondant']",beurre sucre poudre sucre vanille farine oeufs pincee sel levure chimique pate cuillere a soupe sucre glace fondant
https://cuisine-facile.com/desserts/recette-douillons-yvetot.php,Douillons d'Yvetot,"['1 4 poires', '2 150 g de Crème pâtissière', '3 2 crêpes', ""4 1 blanc d'œuf"", '5 200 g de Pâte feuilletée', '6 4 cuillères à soupe de Sucre vanillé', '7 20 g de dorure']",poires creme patissiere crepe blanc pate feuilletee cuilleres a soupe sucre vanille dorure
https://cuisine-facile.com/desserts/recette-eclairs-chocolat.php,Éclairs au chocolat,"['1 250 ml de lait', ""2 3 jaunes d'œuf"", '3 20 g de sucre en poudre', '4 20 g de maïzena', '5 80 g de chocolat noir', '6 70 ml de lait', ""7 70 ml d'eau"", '8 60 g de beurre', '9 70 g de farine', '10 2 œufs', '11 ½ petite cuillère de sel', '12 1 petite cuillère de sucre en poudre', '13 250 g de fondant', '14 1 petite cuillère de cacao en poudre']",lait jaunes sucre poudre maizena chocolat noir lait beurre farine oeufs cuillere sel cuillere sucre poudre fondant cuillere cacao poudre
https://cuisine-facile.com/desserts/recette-ecorces-pamplemousse-confites.php,Ecorces de pamplemousse confites,"['1 4 pamplemousses', '2 350 g de sucre en poudre', '3 100 g de sucre cristallisé']",pamplemousses sucre poudre sucre cristallise
https://cuisine-facile.com/desserts/recette-eton-mess.php,Eton mess,"[""1 2 blancs d'œuf"", '2 100 g de sucre en poudre', '3 200 g de fraises', '4 200 ml de crème fraiche liquide', '5 30 g de Sucre vanillé']",blanc sucre poudre fraise creme fraiche liquide sucre vanille
https://cuisine-facile.com/desserts/recette-far-pruneaux.php,Far breton aux pruneaux,"['1 30 g de beurre', '2 2 œufs', '3 90 g de sucre en poudre', '4 10 g de Sucre vanillé', '5 150 g de farine', '6 500 ml de lait', '7 200 g de pruneaux secs']",beurre oeufs sucre poudre sucre vanille farine lait pruneaux sec
https://cuisine-facile.com/desserts/recette-feuillantines-pommes-tiedes.php,Feuillantines de pommes tièdes,"['1 1 kg de pommes', '2 100 g de sucre en poudre', '3 30 g de Beurre clarifié', '4 3 feuilles de brick', '5 ½ verre de Calvados', '6 6 Tuiles aux amandes', '7 100 ml de crème Chantilly (facultatif)', '8 200 ml de Crème anglaise', '9 100 g de sucre en poudre', '10 30 g de Beurre clarifié', '11 1 cuillère à soupe de Coulis de fruits frais (facultatif)']",kg pommes sucre poudre beurre clarifie feuilles brick verre calvados tuiles amandes creme chantilly creme anglaise sucre poudre beurre clarifie cuillere a soupe coulis fruit
https://cuisine-facile.com/desserts/recette-feuillete-aux-fraises.php,Feuilleté aux fraises,"['1 400 g de Crème pâtissière au citron', '2 4 gouttes de colorant alimentaire (facultatif)', '3 200 g de Pâte feuilletée', '4 50 g de sucre en poudre', '5 500 g de fraises', '6 feuilles de menthe fraîche (facultatif)']",creme patissiere citron gouttes colorant alimentaire pate feuilletee sucre poudre fraise feuilles menthe fraiche
https://cuisine-facile.com/desserts/recette-feuillete-aux-fraises-express.php,Feuilleté aux fraises express,"['1 7 feuilles de brick', '2 50 g de beurre', '3 30 g de sucre en poudre', '4 250 ml de crème Chantilly', '5 400 g de fraises']",feuilles brick beurre sucre poudre creme chantilly fraise
https://cuisine-facile.com/desserts/recette-feuillete-verveine-peches.php,Feuilleté verveine et pêches,"['1 250 g de Pâte feuilletée', '2 30 g de sucre en poudre', '3 2 brins de verveine', '4 250 ml de lait entier', ""5 3 jaunes d'œuf"", '6 30 g de sucre en poudre', '7 20 g de maïzena', ""8 2 blancs d'œuf"", '9 70 g de sucre en poudre', '10 1 kg 500 g de pêche', '11 5 cuillères à soupe de Sirop de sucre', '12 3 cuillères à soupe de jus de citron']",pate feuilletee sucre poudre brins verveine lait entier jaunes sucre poudre maizena blanc sucre poudre kg peche cuilleres a soupe sirop sucre cuilleres a soupe jus citron
https://cuisine-facile.com/desserts/recette-financier-comme-un-clafoutis-aux-prunes.php,"Financier ""comme un clafoutis"" aux prunes","['1 500 g de Pâte pour financiers', '2 800 g de prunes']",pate financier prune
https://cuisine-facile.com/desserts/recette-financiers.php,Financiers,['1 500 g de Pâte pour financiers'],pate financier
https://cuisine-facile.com/desserts/recette-financiers-pistache.php,Financiers à la pistache,"[""1 110 g de blanc d'œuf"", '2 100 g de Pâte ou poudre de pistache', '3 150 g de sucre glace', '4 30 g de farine', '5 150 g de Beurre noisette']",blanc pate poudre pistache sucre glace farine beurre noisette
https://cuisine-facile.com/desserts/recette-financiers-flocons-avoine.php,Financiers aux flocons d'avoine pour Louise,"[""1 50 g de flocons d'avoine"", '2 80 g de sucre glace', ""3 60 g de blanc d'œuf"", '4 80 g de beurre', '5 15 g de farine']",flocons sucre glace blanc beurre farine
https://cuisine-facile.com/desserts/recette-fines-tuiles-chocolat-fruits-secs-torrefies.php,Fines tuiles de chocolat aux fruits secs torréfiés,"['1 125 g de chocolat noir', '2 50 g de pistaches', ""3 50 g d'amandes entières"", '4 50 g de cerneaux de noix', '5 6 Ecorces de pamplemousse confites']",chocolat noir pistaches entieres cerneaux noix ecorces pamplemousse confites
https://cuisine-facile.com/desserts/recette-fins-chaussons-pommes-amandes.php,Fins chaussons aux pommes et amandes,"['1 1 Pâte feuilletée', '2 200 g de Compote de pommes', '3 1 poignée de raisins secs', '4 50 g de sucre en poudre', ""5 100 g d'amandes effilées"", '6 100 ml de rhum', '7 30 g de dorure']",pate feuilletee compote pommes poignee raisin sec sucre poudre effilees rhum dorure
https://cuisine-facile.com/desserts/recette-flan-a-la-pomme.php,Flan à la pomme,"['1 300 g de Pâte sablée', '2 2 pommes', '3 30 g de beurre', '4 30 g de sucre en poudre', ""5 150 g d'œuf ( Comment faire pour... )"", '6 50 g de sucre en poudre', '7 70 g de maïzena', '8 600 ml de jus de pomme', '9 300 g de crème fraiche liquide', '10 50 g de beurre']",pate sablee pommes beurre sucre poudre comment faire sucre poudre maizena jus pomme creme fraiche liquide beurre
https://cuisine-facile.com/desserts/recette-flan-aux-2-citrons.php,Flan aux 2 citrons,"['1 350 g de Pâte sablée', '2 450 g de Crème pâtissière au citron', '3 450 g de Crème pâtissière au citron vert', '4 ½ citron (facultatif)', '5 ½ citron vert (facultatif)', '6 100 g de sucre en poudre (facultatif)', ""7 20 g d'eau (facultatif)"", ""8 20 g d'abricotage (facultatif)""]",pate sablee creme patissiere citron creme patissiere citron vert citron citron vert sucre poudre
https://cuisine-facile.com/desserts/recette-flan-aux-poires-caramelisees.php,Flan aux poires caramélisées,"['1 1 kg de poires', '2 50 g de beurre', '3 75 g de sucre en poudre', '4 300 ml de lait entier', '5 80 g de crème fraiche liquide', '6 80 g de sucre en poudre', '7 1 gousse de vanille', ""8 80 g d'œuf ( Comment faire pour... )"", '9 35 g de maïzena', '10 25 g de beurre']",kg poires beurre sucre poudre lait entier creme fraiche liquide sucre poudre gousse vanille comment faire maizena beurre
https://cuisine-facile.com/desserts/recette-flan-croustillant-pistache-amandes-abricots.php,Flan croustillant pistache-amandes-abricots,"['1 200 g de Pâte feuilletée', '2 500 ml de lait', '3 4 œufs', '4 120 g de sucre en poudre', '5 10 g de Sucre vanillé', '6 60 g de maïzena', '7 50 g de Pâte ou poudre de pistache', ""8 50 g d'amandes entières"", ""9 50 g d'abricots secs""]",pate feuilletee lait oeufs sucre poudre sucre vanille maizena pate poudre pistache entieres sec
https://cuisine-facile.com/desserts/recette-flan-patissier.php,Flan parisien,"['1 300 g de Pâte brisée', '2 600 ml de lait', '3 150 g de crème fraiche liquide', '4 150 g de sucre en poudre', '5 2 gousses de vanille', ""6 150 g d'œuf ( Comment faire pour... )"", '7 70 g de maïzena', '8 50 g de beurre', ""9 20 g d'abricotage (facultatif)""]",pate brisee lait creme fraiche liquide sucre poudre gousses vanille comment faire maizena beurre
https://cuisine-facile.com/desserts/recette-flan-parisien-au-chocolat.php,Flan parisien au chocolat,"['1 250 g de Pâte sablée', '2 250 ml de lait entier', '3 250 ml de crème fraiche liquide', '4 100 g de sucre en poudre', '5 100 g de chocolat noir', '6 3 œufs']",pate sablee lait entier creme fraiche liquide sucre poudre chocolat noir oeufs
https://cuisine-facile.com/desserts/recette-flan-patissier-pistache.php,Flan pâtissier à la pistache,"['1 250 g de Pâte sablée', '2 650 ml de lait entier', '3 4 œufs', '4 100 g de sucre en poudre', '5 10 g de Sucre vanillé (facultatif)', '6 80 g de Pâte ou poudre de pistache', '7 80 g de maïzena']",pate sablee lait entier oeufs sucre poudre sucre vanille pate poudre pistache maizena
